book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
1695,41684,41684,3183592,227,451529758,9780451529760.0,"Rudyard Kipling, Alev Lytle Croutier",1895.0,The Jungle Books,The Jungle Books,eng,4.0,68750,70981,854,686,3123,16621,25323,25228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1707,232576,232576,1429939,61,440416795,9780440416790.0,Louise Fitzhugh,1964.0,Harriet the Spy,Harriet the Spy (Harriet the Spy #1),eng,3.96,77575,79970,1980,2267,4538,17737,25117,30311,https://images.gr-assets.com/books/1320540825m/232576.jpg,https://images.gr-assets.com/books/1320540825s/232576.jpg,0
1738,5310515,5310515,6608018,51,385737424,9780385737420.0,Rebecca Stead,2009.0,When You Reach Me,When You Reach Me,en-US,4.08,64430,68034,9693,1136,3036,12231,24803,26828,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1742,207153,207153,1152585,45,689862229,9780689862230.0,Phyllis Reynolds Naylor,1991.0,Shiloh,"Shiloh (Shiloh, #1)",eng,3.91,59585,62062,1766,1083,3810,15912,20357,20900,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1772,272895,272895,671846,59,965476022,9780965476030.0,"Walter Farley, Keith Ward",1941.0,The Black Stallion,"The Black Stallion (The Black Stallion, #1)",eng,4.18,60720,62791,967,491,1824,11964,20094,28418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1775,581409,581409,1442720,33,8424133498,9788424133500.0,Tomie dePaola,1975.0,Strega Nona,Strega Nona,eng,4.22,65259,66299,865,1046,2191,10926,18818,33318,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1781,191113,191113,884960,24,1844280136,9781844280130.0,Mo Willems,2003.0,Don't Let the Pigeon Drive the Bus,Don't Let the Pigeon Drive the Bus!,eng,4.29,59698,62247,2832,1245,2543,8268,15201,34990,https://images.gr-assets.com/books/1328495575m/191113.jpg,https://images.gr-assets.com/books/1328495575s/191113.jpg,0
1809,201341,201341,2984402,41,441005764,9780441005760.0,Brian Jacques,1988.0,Mossflower,"Mossflower (Redwall, #2)",en-US,4.09,56860,58425,654,626,1842,11769,21559,22629,https://images.gr-assets.com/books/1281811805m/201341.jpg,https://images.gr-assets.com/books/1281811805s/201341.jpg,0
1823,160629,160629,1544060,109,7174160,9780007174160.0,"Michael Bond, Peggy Fortnum",1958.0,A Bear Called Paddington,"A Bear Called Paddington (Paddington, #1)",eng,4.21,62590,64024,783,589,1894,11370,19715,30456,https://images.gr-assets.com/books/1393784912m/160629.jpg,https://images.gr-assets.com/books/1393784912s/160629.jpg,0
1836,18419,18419,265988,30,1933718005,9781933718000.0,"Audrey Penn, Ruth E. Harper, Nancy M. Leak",1993.0,The Kissing Hand,The Kissing Hand,en-GB,4.41,51219,51767,1320,515,1316,6095,12191,31650,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1916,232109,232109,2029611,63,380709244,9780380709240.0,"Beverly Cleary, Louis Darling, Tracy Dockray",1965.0,The Mouse and the Motorcycle,"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",en-US,3.9,61754,63725,1419,952,3280,17270,21684,20539,https://images.gr-assets.com/books/1348990967m/232109.jpg,https://images.gr-assets.com/books/1348990967s/232109.jpg,0
1938,6687,6687,2615068,133,142404128,9780142404130.0,"Roald Dahl, Quentin Blake",1972.0,"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willy Wonka, Chocolate-Maker Extraordinaire","Charlie and the Great Glass Elevator (Charlie Bucket, #2)",,3.64,62359,70177,1890,1400,6547,23564,22818,15848,https://images.gr-assets.com/books/1309211607m/6687.jpg,https://images.gr-assets.com/books/1309211607s/6687.jpg,0
1939,826585,826585,421426,16,60266864,9780060266870.0,"Laura Joffe Numeroff, Felicia Bond",1998.0,If You Give a Pig a Pancake,If You Give a Pig a Pancake ,en-US,4.23,51385,51753,829,505,1853,9163,13809,26423,https://images.gr-assets.com/books/1384260096m/826585.jpg,https://images.gr-assets.com/books/1384260096s/826585.jpg,0
1956,8253,8253,2299540,76,60885432,9780060885430.0,"Laura Ingalls Wilder, Garth Williams",1941.0,Little Town on the Prairie,"Little Town on the Prairie  (Little House, #7)",en-GB,4.18,63615,68312,831,836,1973,12139,22202,31162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1968,34262,34262,1625130,47,078684907X,9780786849080.0,"Dave Barry, Ridley Pearson, Greg Call",2004.0,Peter and the Starcatchers,"Peter and the Starcatchers (Peter and the Starcatchers, #1)",eng,4.01,57575,60040,4375,1123,2878,12131,21772,22136,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1975,65110,65110,838097,50,64410153,9780064410150.0,"Lemony Snicket, Brett Helquist",2005.0,The Penultimate Peril,"The Penultimate Peril (A Series of Unfortunate Events, #12)",en-US,4.02,67482,69718,1581,778,3242,15198,24874,25626,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1977,65112,65112,838691,51,64410161,9780064410170.0,"Lemony Snicket, Brett Helquist",2006.0,The End,"The End (A Series of Unfortunate Events, #13)",en-US,3.99,67018,69582,3066,1628,4360,14247,22189,27158,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1996,180617,180617,2685281,1032,140382623,9780140382620.0,"Carlo Collodi, John Boyne, Monteiro Lobato, Unknown",1883.0,Le avventure di Pinocchio,Pinocchio,eng,3.86,48961,55985,1405,1235,4063,14916,17113,18658,https://images.gr-assets.com/books/1327938097m/180617.jpg,https://images.gr-assets.com/books/1327938097s/180617.jpg,0
2007,113304,113304,3313414,92,1903434777,9781903434770.0,Cornelia Funke,2000.0,Herr der Diebe,The Thief Lord,eng,3.95,60780,68465,3391,751,3450,16442,25758,22064,https://images.gr-assets.com/books/1327960342m/113304.jpg,https://images.gr-assets.com/books/1327960342s/113304.jpg,0
2019,2921082,2921082,2948317,33,545060397,9780545060390.0,Rick Riordan,2008.0,The Maze of Bones,"The Maze of Bones  (The 39 Clues, #1)",eng,3.83,59536,61950,4229,1998,4684,15438,19737,20093,https://images.gr-assets.com/books/1385117877m/2921082.jpg,https://images.gr-assets.com/books/1385117877s/2921082.jpg,0
2032,106264,106264,2674739,53,618062416,9780618062420.0,Patricia MacLachlan,1985.0,"Sarah, Plain and Tall","Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",eng,3.72,53317,60099,2038,1493,5145,17960,19486,16015,https://images.gr-assets.com/books/1327254558m/106264.jpg,https://images.gr-assets.com/books/1327254558s/106264.jpg,0
2039,133526,133526,1416904,33,670175919,9780670175920.0,Robert McCloskey,1948.0,Blueberries for Sal,Blueberries for Sal,eng,4.18,58571,59275,991,936,2457,10539,16179,29164,https://images.gr-assets.com/books/1363586056m/133526.jpg,https://images.gr-assets.com/books/1363586056s/133526.jpg,0
2049,78039,78039,1284999,65,192750976,9780192750980.0,Beverly Cleary,1968.0,Ramona the Pest,"Ramona the Pest (Ramona, #2)",,4.04,52242,54639,1082,805,2203,12113,18250,21268,https://images.gr-assets.com/books/1408926719m/78039.jpg,https://images.gr-assets.com/books/1408926719s/78039.jpg,0
2064,37186,37186,822151,59,763625892,9780763625890.0,"Kate DiCamillo, Bagram Ibatoulline",2000.0,The Miraculous Journey of Edward Tulane,The Miraculous Journey of Edward Tulane,eng,4.34,53245,57557,7221,581,1442,7197,17006,31331,https://images.gr-assets.com/books/1361121815m/37186.jpg,https://images.gr-assets.com/books/1361121815s/37186.jpg,0
2078,19330,19330,1139913,32,072325804X,9780723258050.0,Beatrix Potter,1986.0,The Complete Tales of Beatrix Potter,The Complete Tales,,4.36,56807,57461,350,496,1339,7819,15363,32444,https://images.gr-assets.com/books/1355114621m/19330.jpg,https://images.gr-assets.com/books/1355114621s/19330.jpg,0
2095,105549,105549,2736871,18,7158505,9780007158510.0,Dr. Seuss,1961.0,The Sneetches and Other Stories,The Sneetches and Other Stories,en-US,4.31,52954,55199,809,634,1516,8024,14925,30100,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2123,74532,74532,1784447,140,224064908,9780224064900.0,"Roald Dahl, Quentin Blake",1981.0,George's Marvellous Medicine,George's Marvellous Medicine,eng,4.02,49863,57553,1755,603,2483,13339,19706,21422,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2125,24780,24780,1149593,83,805080481,9780805080480.0,Lloyd Alexander,1964.0,The Book of Three,"The Book of Three (The Chronicles of Prydain, #1)",en-US,4.0,56593,59286,2416,1074,2364,12851,22277,20720,https://images.gr-assets.com/books/1405184012m/24780.jpg,https://images.gr-assets.com/books/1405184012s/24780.jpg,0
2127,770051,770051,2484218,40,689829531,9780689829540.0,Ian Falconer,2000.0,Olivia,Olivia,en-US,4.13,51185,51695,1306,1301,2405,9226,14141,24622,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2181,551876,551876,539116,40,312367481,9780312367480.0,"Arlene Mosel, Blair Lent",1968.0,Tikki Tikki Tembo,Tikki Tikki Tembo,en-CA,4.21,52536,53161,761,856,1890,9126,14715,26574,https://images.gr-assets.com/books/1317064300m/551876.jpg,https://images.gr-assets.com/books/1317064300s/551876.jpg,0
2215,80674,80674,160962,71,142408808,9780142408800.0,Judy Blume,1980.0,Superfudge,"Superfudge (Fudge, #3)",eng,3.98,50917,53118,1195,645,2297,13304,18252,18620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2230,24784,24784,1122077,74,080508049X,9780805080490.0,Lloyd Alexander,1965.0,The Black Cauldron,The Black Cauldron (The Chronicles of Prydain #2),eng,4.13,49138,51195,1167,538,1298,9501,19253,20605,https://images.gr-assets.com/books/1405377996m/24784.jpg,https://images.gr-assets.com/books/1405377996s/24784.jpg,0
2260,270067,270067,261916,35,067056172X,9780670561730.0,Don Freeman,1978.0,A Pocket for Corduroy,A Pocket for Corduroy,en-US,4.29,47277,47522,232,394,1357,7830,12355,25586,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2311,61549,61549,1872003,63,316058432,9780316058440.0,"Richard Atwater, Florence Atwater, Robert Lawson",1938.0,Mr. Popper's Penguins,Mr. Popper's Penguins,eng,3.95,48964,51787,2031,807,2750,12745,17157,18328,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2315,24335,24335,1835542,60,64408671,9780064408680.0,"E.B. White, Fred Marcellino",1970.0,The Trumpet of the Swan,The Trumpet of the Swan,eng,4.06,53191,55219,1651,862,2468,11566,18121,22202,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2324,8248,8248,2933942,68,60885416,9780060885410.0,"Laura Ingalls Wilder, Garth Williams",1939.0,By the Shores of Silver Lake,"By the Shores of Silver Lake  (Little House, #5)",,4.16,51640,56585,866,500,1384,10796,19795,24110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2326,24384,24384,25246,59,440228891,9780440228900.0,"George Selden, Garth Williams",1960.0,,The Cricket in Times Square,eng,4.01,49987,52036,1283,848,2320,11715,17880,19273,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2343,108077,108077,4593761,52,044022800X,9780440228000.0,Christopher Paul Curtis,1995.0,The Watsons Go to Birmingham - 1963,The Watsons Go to Birmingham - 1963,eng,3.95,44830,46431,3568,1023,2962,10043,15859,16544,https://images.gr-assets.com/books/1320496341m/108077.jpg,https://images.gr-assets.com/books/1320496341s/108077.jpg,0
2391,3552023,3552023,3594131,39,545060427,9780545060420.0,Gordon Korman,2008.0,"One False Note (The 39 Clues, Book 2)","One False Note (The 39 Clues, #2)",eng,3.88,41970,44210,1511,1286,2890,11020,13620,15394,https://images.gr-assets.com/books/1357211034m/3552023.jpg,https://images.gr-assets.com/books/1357211034s/3552023.jpg,0
2409,858513,858513,2394502,25,688147321,9780688147330.0,Kevin Henkes,1991.0,Chrysanthemum,Chrysanthemum,en-US,4.31,43520,43898,1365,499,1344,6227,11635,24193,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2415,281235,281235,1142982,45,1416928170,9781416928170.0,"James Howe, Deborah Howe, Alan Daniel",1979.0,Bunnicula: A Rabbit-Tale of Mystery,"Bunnicula (Bunnicula, #1)",eng,3.83,50699,52667,1775,1673,3711,13598,16396,17289,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2427,6697305,6697305,6892987,28,545060494,9780545060490.0,Linda Sue Park,2010.0,Storm Warning,"Storm Warning (The 39 Clues, #9)",eng,3.98,39115,40422,582,1473,2267,8525,11445,16712,https://images.gr-assets.com/books/1357211087m/6697305.jpg,https://images.gr-assets.com/books/1357211087s/6697305.jpg,0
2438,205330,205330,198687,11,670869392,9780670869400.0,Simms Taback,1997.0,There Was an Old Lady Who Swallowed a Fly,There Was an Old Lady Who Swallowed a Fly,,4.2,41867,41902,719,728,1915,7494,9974,21791,https://images.gr-assets.com/books/1172674507m/205330.jpg,https://images.gr-assets.com/books/1172674507s/205330.jpg,0
2446,356321,356321,2682241,43,394805755,9780394805760.0,"Jean de Brunhoff, Merle S. Haas",1931.0,"Histoire de Babar, le petit éléphant",The Story of Babar,en-US,4.07,50976,51147,328,932,2481,10843,14467,22424,https://images.gr-assets.com/books/1353333493m/356321.jpg,https://images.gr-assets.com/books/1353333493s/356321.jpg,0
2467,201146,201146,506009,33,590319671,9780590319680.0,"Else Holmelund Minarik, Maurice Sendak",1957.0,Little Bear,Little Bear,eng,4.22,46731,47541,407,548,1650,8559,13043,23741,https://images.gr-assets.com/books/1318518124m/201146.jpg,https://images.gr-assets.com/books/1318518124s/201146.jpg,0
2472,444304,444304,1092293,4,689859368,9780689859370.0,"Holly Black, Tony DiTerlizzi",2003.0,The Field Guide,"The Field Guide (The Spiderwick Chronicles, #1)",eng,3.85,56913,58671,2574,1123,3690,16228,19308,18322,https://images.gr-assets.com/books/1358701476m/444304.jpg,https://images.gr-assets.com/books/1358701476s/444304.jpg,0
2475,41667,41667,2682098,54,142401110,9780142401120.0,Jean Craighead George,1959.0,My Side of the Mountain,"My Side of the Mountain (Mountain, #1)",eng,4.03,47002,50618,2441,904,2181,10419,18138,18976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2477,5861926,5861926,6034082,32,545135702,9780545135700.0,Peter Lerangis,2009.0,The Sword Thief,"The Sword Thief (The 39 Clues, #3)",eng,3.87,41021,42573,1112,1584,2869,10292,12408,15420,https://images.gr-assets.com/books/1357211037m/5861926.jpg,https://images.gr-assets.com/books/1357211037s/5861926.jpg,0
2495,222458,222458,1139031,22,439443822,9780439443820.0,Cynthia Lord,2006.0,Rules,Rules,,3.96,42950,44489,4000,723,2549,9936,15896,15385,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2512,105552,105552,2363835,25,7169914,9780007169920.0,Dr. Seuss,1970.0,Mr. Brown Can Moo! Can You?,Mr. Brown Can Moo! Can You?,en-US,4.11,41437,43269,626,561,2227,9067,11245,20169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2523,231821,231821,1757548,74,440226708,9780440226700.0,Sheila Burnford,1960.0,The Incredible Journey,The Incredible Journey,eng,4.16,42094,43213,712,417,1281,8145,14522,18848,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2541,1335184,1335184,1324719,3,307001040,9780307001050.0,"Eugene Bradley Coco, Ron Dias, Walt Disney Company",1960.0,Peter Pan (Little Golden Book),Peter Pan (A Little Golden Book),eng,4.32,38907,38911,76,508,1199,6020,8775,22409,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2556,8282,8282,3327855,70,60885424,9780060885430.0,"Laura Ingalls Wilder, Garth Williams",1940.0,"The Long Winter (Little House, #6)","The Long Winter (Little House, #6)",,4.16,54443,59849,1283,1030,1791,10614,19848,26566,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2565,10128428,10128428,14826219,26,545027896,9780545027890.0,Brian Selznick,2011.0,Wonderstruck,Wonderstruck,eng,4.16,42530,43731,5619,1077,1656,6518,14502,19978,https://images.gr-assets.com/books/1327885739m/10128428.jpg,https://images.gr-assets.com/books/1327885739s/10128428.jpg,0
2571,77770,77770,4132,65,60264802,9780060264800.0,"Laura Ingalls Wilder, Garth Williams",1943.0,These Happy Golden Years,"These Happy Golden Years (Little House, #8)",eng,4.17,51432,53811,966,500,1793,10015,17506,23997,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2582,857448,857448,368224,24,60268654,9780060268660.0,"Gene Zion, Margaret Bloy Graham",1956.0,,Harry the Dirty Dog,en-US,4.17,44319,44912,637,430,1612,8884,12874,21112,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2597,10065,10065,551030,30,380731509,9780380731500.0,"Louis Sachar, Joel Schick",1989.0,Wayside School is Falling Down,Wayside School Is Falling Down (Wayside School #2),eng,4.17,45631,46884,765,558,1595,8558,14675,21498,https://images.gr-assets.com/books/1405055796m/10065.jpg,https://images.gr-assets.com/books/1405055796s/10065.jpg,0
2648,99111,99111,95547,58,525444475,9780525444470.0,"A.A. Milne, Ernest H. Shepard",1926.0,Winnie-the-Pooh & The House at Pooh Corner,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",eng,4.43,32504,41109,625,444,871,4481,10208,25105,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2689,815234,815234,359311,36,152026320,9780152026320.0,"Audrey Wood, Don    Wood",1984.0,The Napping House,The Napping House,,4.27,37773,38717,1089,618,1375,5771,10297,20656,https://images.gr-assets.com/books/1410229873m/815234.jpg,https://images.gr-assets.com/books/1410229873s/815234.jpg,0
2696,413158,413158,402389,17,067984483X,9780679844840.0,Robert Lopshire,1960.0,Put Me in the Zoo,Put Me in the Zoo,eng,4.13,38809,39657,375,717,1979,7932,10010,19019,https://images.gr-assets.com/books/1327947254m/413158.jpg,https://images.gr-assets.com/books/1327947254s/413158.jpg,0
2722,1325218,1325218,145600,29,590431978,9780590431970.0,"Alvin Schwartz, Stephen Gammell",1981.0,Scary Stories to Tell in the Dark,"Scary Stories to Tell in the Dark (Scary Stories, #1)",eng,4.05,38879,40077,1512,763,2190,8472,11376,17276,https://images.gr-assets.com/books/1440189576m/1325218.jpg,https://images.gr-assets.com/books/1440189576s/1325218.jpg,0
2733,1099301,1099301,1086172,46,316113662,9780316113660.0,"Pseudonymous Bosch, Gilbert Ford",2007.0,The Name of This Book Is Secret,"The Name of This Book Is Secret (Secret, #1)",en-US,4.04,39440,42190,3180,1043,2144,8129,13529,17345,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2741,6690,6690,824600,125,375814256,9780375814260.0,"Roald Dahl, Quentin Blake",1975.0,Danny: The Champion of the World,Danny the Champion of the World,,4.07,39802,45049,1844,496,1933,9393,15259,17968,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2750,25051,25051,2208078,31,64401480,9780064401490.0,"Betty MacDonald, Alexandra Boiger",1947.0,Mrs. Piggle-Wiggle,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",eng,4.16,44068,45128,1080,847,1639,8082,13512,21048,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2756,6393047,6393047,6581527,25,545060478,9780545060480.0,Peter Lerangis,2010.0,,"The Viper's Nest (39 Clues, #7)",eng,3.97,37663,38140,555,1108,2115,8798,10964,15155,https://images.gr-assets.com/books/1357211053m/6393047.jpg,https://images.gr-assets.com/books/1357211053s/6393047.jpg,0
2786,386286,386286,778444,71,64400581,9780064400590.0,"Jean Craighead George, John Schoenherr",1972.0,Julie of the Wolves,"Julie of the Wolves (Julie of the Wolves, #1)",eng,3.79,46442,47637,1320,1153,3483,13085,16549,13367,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2818,20821284,20821284,39959105,17,399252517,9780399252520.0,Jacqueline Woodson,2014.0,Brown Girl Dreaming,Brown Girl Dreaming,eng,4.11,33779,37633,5349,1732,1625,4992,11824,17460,https://images.gr-assets.com/books/1424308405m/20821284.jpg,https://images.gr-assets.com/books/1424308405s/20821284.jpg,0
2821,77394,77394,1133797,6,553213180,9780553213190.0,L.M. Montgomery,1917.0,Rainbow Valley,"Anne's House of Dreams (Anne of Green Gables, #5)",eng,4.12,57062,60826,1389,872,2177,11467,20526,25784,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2864,490867,490867,2318048,20,1844280594,9781844280600.0,Mo Willems,2004.0,Knuffle Bunny:  A Cautionary Tale,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",eng,4.26,37886,39422,2110,771,1492,5512,10413,21234,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2877,99110,99110,17121965,45,525467262,9780525467270.0,"A.A. Milne, Ernest H. Shepard",1961.0,,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",en-US,4.49,37312,38520,249,300,648,3918,8660,24994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2879,153542,153542,1069773,40,395169615,9780395169610.0,Virginia Lee Burton,1938.0,Mike Mulligan and His Steam Shovel,Mike Mulligan and His Steam Shovel,,4.2,42632,43735,525,569,1637,7816,12366,21347,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2891,6545536,6545536,6737901,26,545060486,9780545060490.0,Gordon Korman,2010.0,The Emperor's Code,"The Emperor's Code (The 39 Clues, #8)",eng,4.04,36068,36546,518,845,1691,8075,10580,15355,https://images.gr-assets.com/books/1357211054m/6545536.jpg,https://images.gr-assets.com/books/1357211054s/6545536.jpg,0
2896,13436373,13436373,18940474,8,545326990,9780545327000.0,"Raina Telgemeier, Gurihiru",2012.0,Drama,Drama,eng,4.14,42759,44842,3596,1152,2028,7558,12801,21303,https://images.gr-assets.com/books/1330157763m/13436373.jpg,https://images.gr-assets.com/books/1330157763s/13436373.jpg,0
2907,773276,773276,2992071,36,399230033,9780399230040.0,Peggy Rathmann,1994.0,"Good Night, Gorilla","Good Night, Gorilla",,4.2,37948,38692,796,511,1544,6784,10585,19268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2909,6389704,6389704,6578095,34,054506046X,9780545060460.0,Jude Watson,2009.0,"In Too Deep (The 39 Clues, Book 6)","In Too Deep (The 39 Clues, #6)",eng,4.02,35694,37137,628,814,1801,8381,11076,15065,https://images.gr-assets.com/books/1357211047m/6389704.jpg,https://images.gr-assets.com/books/1357211047s/6389704.jpg,0
